日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260131.0,3635.0,コーエーテクモホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,3636.0,三菱総合研究所,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,3639.0,ボルテージ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3640.0,電算,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3641.0,パピレス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3645.0,メディカルネット,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3646.0,駅探,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3647.0,ジー・スリーホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3648.0,ＡＧＳ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3649.0,ファインデックス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3652.0,ディジタルメディアプロフェッショナル,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3653.0,モルフォ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3655.0,ブレインパッド,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3656.0,ＫＬａｂ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3657.0,ポールトゥウィンホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3659.0,ネクソン,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,365A,伊澤タオル,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3660.0,アイスタイル,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,3661.0,エムアップホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,3662.0,エイチームホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3663.0,セルシス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3664.0,モブキャストホールディングス,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3665.0,エニグモ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3667.0,ｅｎｉｓｈ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3668.0,コロプラ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,366A,ウェルネス・コミュニケーションズ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3670.0,協立情報通信,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3671.0,ソフトマックス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3672.0,オルトプラス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3673.0,ブロードリーフ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,3674.0,オークファン,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3675.0,クロス・マーケティンググループ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3676.0,デジタルハーツホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3678.0,メディアドゥ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3679.0,じげん,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,367A,プリモグローバルホールディングス,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3680.0,ホットリンク,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3681.0,ブイキューブ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3682.0,エンカレッジ・テクノロジ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3683.0,サイバーリンクス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3686.0,ディー・エル・イー,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3687.0,フィックスターズ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,368A,北里コーポレーション,プライム（内国株式）,3750.0,精密機器,9.0,電機・精密,7.0,TOPIX Small 2
20260131.0,3690.0,イルグルム,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3691.0,デジタルプラス,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3692.0,ＦＦＲＩセキュリティ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3694.0,オプティム,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3695.0,ＧＭＯプロダクトプラットフォーム,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3696.0,セレス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3697.0,ＳＨＩＦＴ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,3698.0,ＣＲＩ・ミドルウェア,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,369A,エータイ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3708.0,特種東海製紙,プライム（内国株式）,3150.0,パルプ・紙,4.0,素材・化学,7.0,TOPIX Small 2
20260131.0,370A,リバイブル,PRO Market,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3710.0,ジョルダン,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3712.0,情報企画,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3719.0,ＡＩストーム,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,371A,デージーネット,PRO Market,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3723.0,日本ファルコム,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3726.0,フォーシーズＨＤ,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3727.0,アプリックス,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,372A,レント,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3733.0,ソフトウェア・サービス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,373A,リップス,グロース（内国株式）,3200.0,化学,4.0,素材・化学,-,-
20260131.0,3741.0,セック,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3744.0,サイオス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3747.0,インタートレード,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,374A,樋口総合研究所,PRO Market,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3750.0,ＡＤＲ１２０Ｓ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3753.0,フライトソリューションズ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3758.0,アエリア,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,375A,ＹＡＫホールディングス,PRO Market,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3760.0,ケイブ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3762.0,テクマトリックス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,3763.0,プロシップ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3765.0,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,3766.0,システムズ・デザイン,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3768.0,リスクモンスター,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3769.0,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,3771.0,システムリサーチ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3772.0,ウェルス・マネジメント,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3773.0,アドバンスト・メディア,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3774.0,インターネットイニシアティブ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,3776.0,ブロードバンドタワー,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3777.0,環境フレンドリーホールディングス,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3778.0,さくらインターネット,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,3779.0,ジェイ・エスコムホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3787.0,テクノマセマティカル,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3788.0,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,378A,ヒット,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3791.0,ＩＧポート,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3793.0,ドリコム,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3796.0,いい生活,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3798.0,ＵＬＳグループ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3799.0,キーウェアソリューションズ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3800.0,ユニリタ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3802.0,エコミック,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3803.0,イメージ情報開発,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3804.0,システム　ディ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
